Country,EdLevel,YearsCodePro,Employment,Salary
Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",26148.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",220000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",57794.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",42657.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",115000.0
Switzerland,"Other doctoral degree (Ph.D., Ed.D., etc.)",1,"Employed, full-time",98248.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Independent contractor, freelancer, or self-employed",26661.0
Argentina,Some college/university study without earning a degree,6,"Employed, full-time",30300.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",100100.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",40525.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",90000.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",57084.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,"Independent contractor, freelancer, or self-employed",67548.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",160000.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",41547.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,"Employed, full-time",135000.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",21624.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",11607.0
Argentina,Some college/university study without earning a degree,3,"Employed, full-time",15600.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",76788.0
Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,"Employed, full-time;Employed, part-time",103419.0
Uruguay,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time;Independent contractor, freelancer, or self-employed",59712.0
United States of America,Some college/university study without earning a degree,22,"Employed, full-time",123600.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",90647.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Independent contractor, freelancer, or self-employed",51960.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",28152.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",190500.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,"Employed, full-time",128000.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",2868.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",11607.0
Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",6130.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",74651.0
Slovenia,Some college/university study without earning a degree,8,"Employed, full-time",25596.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",115000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",100511.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",245000.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",47352.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",5988.0
Bosnia and Herzegovina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,"Employed, full-time",17196.0
Germany,Some college/university study without earning a degree,2,"Employed, full-time",16632.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",85315.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",76861.0
Brazil,Some college/university study without earning a degree,3,"Employed, full-time",6984.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",105668.0
United States of America,"Associate degree (A.A., A.S., etc.)",2,"Employed, full-time",110000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",90647.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,"Independent contractor, freelancer, or self-employed",51960.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",120000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",46710.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",105000.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,"Employed, full-time",103242.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",27060.0
United Kingdom of Great Britain and Northern Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)",10,"Employed, full-time",62820.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,"Employed, full-time",49056.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",195000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,"Employed, full-time",128839.0
Cyprus,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time;Employed, part-time",38388.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",94230.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",27000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29,"Employed, full-time",166000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",41271.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,"Employed, full-time",300000.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",32160.0
Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time",56592.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,"Employed, full-time",51189.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",111027.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",27005.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",95000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time;Independent contractor, freelancer, or self-employed",98000.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",29436.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, part-time",37325.0
United States of America,Some college/university study without earning a degree,25,"Employed, full-time",106000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",9972.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",109318.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",36112.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,"Employed, full-time",110000.0
Ghana,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",3228.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",665460.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",66372.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,"Employed, full-time",165000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",10056.0
Germany,Some college/university study without earning a degree,10,"Independent contractor, freelancer, or self-employed",10664.0
Cyprus,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",76788.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33,"Employed, full-time",172000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Independent contractor, freelancer, or self-employed",400000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",20124.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",23215.0
United States of America,"Associate degree (A.A., A.S., etc.)",20,"Employed, full-time;Independent contractor, freelancer, or self-employed",76000.0
United States of America,"Associate degree (A.A., A.S., etc.)",1,"Employed, full-time",300000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",68000.0
Thailand,Primary/elementary school,Less than 1 year,I prefer not to say,28853768.0
United States of America,Some college/university study without earning a degree,1,"Employed, full-time",180000.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,"Employed, full-time;Independent contractor, freelancer, or self-employed",1020.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",55500.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",74651.0
Italy,"Other doctoral degree (Ph.D., Ed.D., etc.)",28,"Independent contractor, freelancer, or self-employed",53322.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,"Employed, full-time",160000.0
United States of America,Some college/university study without earning a degree,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",120.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",46923.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",160000.0
Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,"Employed, full-time",62742.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",62320.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",47990.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",89581.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",95000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",56538.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",53322.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",32243.0
Brazil,Some college/university study without earning a degree,1,"Employed, full-time",17448.0
United States of America,"Associate degree (A.A., A.S., etc.)",6,"Employed, full-time",180000.0
Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, part-time",84312.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",47990.0
Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",96132.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",55281.0
Austria,Some college/university study without earning a degree,4,"Employed, full-time",49908.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",62443.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33,"Employed, full-time",105000.0
Jamaica,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",25845.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,"Employed, full-time",79153.0
France,"Associate degree (A.A., A.S., etc.)",10,"Employed, full-time",42657.0
Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",57588.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",80000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,"Employed, full-time",163000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",102.0
Spain,Some college/university study without earning a degree,2,"Employed, full-time",23462.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",76788.0
Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13,"Employed, full-time",79983.0
"Venezuela, Bolivarian Republic of...","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time;Independent contractor, freelancer, or self-employed",1440.0
Netherlands,Some college/university study without earning a degree,4,"Employed, full-time",38388.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",105000.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,"Employed, full-time",511884.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",17448.0
Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,"Employed, full-time",15360.0
Germany,"Associate degree (A.A., A.S., etc.)",12,"Employed, full-time",46923.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",120000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",90000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,"Employed, full-time",38388.0
Slovenia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",21756.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,"Independent contractor, freelancer, or self-employed",85315.0
Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",37325.0
Netherlands,"Associate degree (A.A., A.S., etc.)",1,"Employed, full-time",26880.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",15528.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",87907.0
United States of America,"Associate degree (A.A., A.S., etc.)",16,"Independent contractor, freelancer, or self-employed",220000.0
Slovenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",33720.0
Kenya,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",24.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,"Employed, full-time",79598.0
France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13,"Employed, full-time",29434.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",21192.0
Lithuania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",38388.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,"Employed, full-time",38392.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",107000.0
United States of America,Primary/elementary school,7,"Employed, full-time",140000.0
Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",5,"Employed, full-time",60787.0
Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",40956.0
Switzerland,Something else,10,"Employed, full-time",77978.0
France,Some college/university study without earning a degree,Less than 1 year,"Employed, full-time",19200.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time",44790.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,"Employed, full-time",15360.0
Italy,Some college/university study without earning a degree,1,"Employed, full-time",21756.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,"Employed, full-time",51512.0
Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",51189.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",46487.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,29,"Employed, full-time",62820.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,"Employed, full-time",119000.0
Spain,Something else,6,"Employed, full-time",38925.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",140000.0
Argentina,Some college/university study without earning a degree,3,"Employed, full-time",20196.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,7,"Employed, full-time;Independent contractor, freelancer, or self-employed",47743.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,"Employed, full-time",85016.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,"Employed, full-time",75504.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, part-time",60467.0
South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,"Employed, full-time",12216.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",230000.0
Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,"Employed, full-time",29860.0
Spain,"Professional degree (JD, MD, etc.)",10,"Employed, full-time",42657.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Employed, full-time",101768.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,"Employed, full-time",57588.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Independent contractor, freelancer, or self-employed",47990.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",4224.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",175000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37,"Employed, full-time",200000.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",110064.0
Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",7,"Employed, full-time",69318.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",54000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,"Employed, full-time;Independent contractor, freelancer, or self-employed",245000.0
Malaysia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",12853.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",150000.0
Morocco,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",21060.0
Peru,Some college/university study without earning a degree,Less than 1 year,"Employed, full-time",10296.0
Jordan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",6768.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",15096.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",93000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",51192.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26,"Employed, full-time",87448.0
United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)",14,"Employed, full-time",100000.0
Poland,Some college/university study without earning a degree,5,"Employed, full-time;Independent contractor, freelancer, or self-employed",77200.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",24084.0
United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",15,"Employed, full-time",94230.0
United States of America,Some college/university study without earning a degree,2,"Employed, full-time",70000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",65332.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",95000.0
Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",36864.0
Russian Federation,Some college/university study without earning a degree,10,"Employed, full-time",37404.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",101509.0
United States of America,Some college/university study without earning a degree,18,"Employed, full-time",105000.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",7512.0
Canada,"Associate degree (A.A., A.S., etc.)",12,"Employed, full-time",156168.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",48312.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,"Employed, full-time",240000.0
Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,"Employed, full-time",82736.0
United States of America,Some college/university study without earning a degree,25,"Employed, full-time",250000.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,5,"Employed, full-time",40833.0
United States of America,Some college/university study without earning a degree,Less than 1 year,"Employed, full-time",38000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,"Employed, full-time",180000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",69102.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,"Employed, full-time",62467.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",14508.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",190000.0
Canada,"Other doctoral degree (Ph.D., Ed.D., etc.)",10,"Employed, full-time",46850.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,"Employed, full-time",140000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",41964.0
Canada,"Other doctoral degree (Ph.D., Ed.D., etc.)",12,"Employed, full-time",62460.0
Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",19296.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35,"Employed, full-time",120000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",19346.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",1055376.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,"Independent contractor, freelancer, or self-employed",89580.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,"Employed, full-time",120000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,"Employed, full-time",172000.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",113.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",180000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time",180000.0
United States of America,Some college/university study without earning a degree,3,"Employed, full-time",100000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,"Employed, full-time",117126.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,"Employed, full-time",125000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,"Independent contractor, freelancer, or self-employed",188450.0
Canada,"Associate degree (A.A., A.S., etc.)",3,"Employed, full-time",71964.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,"Employed, full-time",72518.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed",166450.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",37692.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",21672.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,"Employed, full-time",102618.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,"Employed, full-time",180000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,"Employed, full-time",40525.0
United States of America,"Associate degree (A.A., A.S., etc.)",4,"Employed, full-time",70000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,"Employed, full-time",130000.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",102000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time;Independent contractor, freelancer, or self-employed",79983.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,"Employed, full-time",37325.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,"Employed, full-time",102204.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",100000.0
Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,"Employed, full-time",83124.0
Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,"Employed, full-time",84168.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",5460.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,"Employed, full-time",130000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,"Employed, full-time",145000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time",170000.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,"Employed, full-time",53322.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,"Employed, full-time",58654.0
United States of America,Some college/university study without earning a degree,12,"Employed, full-time",155000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,"Employed, full-time",70385.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,"Employed, full-time;Independent contractor, freelancer, or self-employed",75600.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,"Employed, full-time",47988.0
Egypt,Some college/university study without earning a degree,Less than 1 year,"Employed, part-time",1408727.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,"Employed, full-time;Independent contractor, freelancer, or self-employed",27696.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,"Employed, full-time",43974.0
United Kingdom of Great Britain and Northern Ireland,"Other doctoral degree (Ph.D., Ed.D., etc.)",16,"Employed, full-time",628197.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,"Employed, full-time",80000.0
